ATC_C,ATC_H,ATC_N,ATC_O,ATC_S
26.25,12.96,52.82,7.97,0.0
29.21,11.58,52.37,6.84,0.0
26.97,12.47,53.69,6.87,0.0
30.26,13.16,50.0,6.14,0.44
24.7,14.98,52.23,7.69,0.4
30.4,12.78,50.22,6.17,0.44
25.17,12.25,54.64,7.62,0.33
27.94,12.55,52.63,6.88,0.0
25.72,15.58,51.81,6.88,0.0
26.77,12.63,52.53,7.58,0.51
27.87,11.48,53.77,5.9,0.98
25.0,14.94,51.83,8.23,0.0
26.47,11.4,52.21,9.56,0.37
28.0,13.33,51.73,6.93,0.0
26.17,13.4,52.96,6.85,0.62
25.93,14.81,52.86,6.4,0.0
28.31,14.34,51.1,6.25,0.0
29.3,11.72,52.73,6.25,0.0
26.32,13.16,53.76,6.77,0.0
26.29,15.71,50.29,7.71,0.0
24.88,12.32,54.35,8.45,0.0
23.75,16.25,52.08,7.92,0.0
27.18,14.78,51.19,6.6,0.26
27.4,11.99,53.08,7.53,0.0
28.63,12.39,53.85,5.13,0.0
25.63,12.64,55.23,6.14,0.36
28.72,14.54,50.0,6.74,0.0
25.22,15.36,52.75,6.38,0.29
25.78,15.56,52.44,6.22,0.0
26.7,12.85,53.9,6.55,0.0
25.46,11.96,55.21,7.36,0.0
27.76,12.47,51.76,7.76,0.24
28.57,10.99,53.85,6.04,0.55
27.58,13.14,51.29,7.73,0.26
25.66,12.24,53.06,8.45,0.58
30.4,12.78,50.22,6.17,0.44
28.33,10.0,55.0,6.67,0.0
26.37,9.89,54.95,8.79,0.0
25.37,14.45,52.51,7.67,0.0
25.88,14.51,52.16,7.06,0.39
26.39,13.38,54.28,5.95,0.0
26.79,10.9,53.89,8.1,0.31
26.98,11.63,53.02,8.14,0.23
25.81,14.92,51.21,7.66,0.4
26.54,14.8,51.4,6.98,0.28
26.47,13.97,53.68,5.88,0.0
27.01,14.55,50.91,7.01,0.52
26.32,14.29,52.63,6.77,0.0
27.09,12.37,53.18,6.69,0.67
29.8,12.25,51.66,6.29,0.0
25.22,13.91,53.48,7.39,0.0
24.38,14.43,53.23,7.46,0.5
25.34,15.36,51.48,7.82,0.0
23.92,14.83,52.63,8.61,0.0
27.66,12.06,52.84,7.45,0.0
26.99,13.84,52.6,6.57,0.0
27.81,12.19,53.12,6.88,0.0
26.49,12.58,53.31,7.28,0.33
25.99,14.44,53.07,6.5,0.0
27.42,13.84,50.65,8.09,0.0
26.21,14.56,51.78,7.44,0.0
24.86,16.0,52.0,6.29,0.86
25.24,14.76,53.33,6.67,0.0
28.4,11.65,51.46,8.25,0.24
26.27,12.71,52.97,8.05,0.0
27.78,13.58,51.85,6.48,0.31
28.8,14.24,50.49,6.47,0.0
26.29,10.57,53.93,8.67,0.54
25.32,15.71,51.28,7.37,0.32
25.84,13.48,52.81,7.58,0.28
27.62,14.29,51.9,6.19,0.0
27.44,13.91,52.26,6.39,0.0
26.2,12.18,54.24,7.38,0.0
26.45,14.83,51.74,6.98,0.0
26.92,10.82,54.09,8.17,0.0
24.06,14.15,54.25,7.08,0.47
24.22,16.15,51.86,7.14,0.62
28.18,13.06,51.89,6.87,0.0
25.13,13.85,53.85,6.67,0.51
27.31,13.85,52.69,5.77,0.38
25.17,12.25,54.64,7.62,0.33
27.82,10.89,54.03,7.26,0.0
27.01,12.07,53.45,7.47,0.0
28.42,12.3,52.46,6.56,0.27
26.19,12.43,53.17,7.94,0.26
27.33,11.58,52.73,7.4,0.96
26.09,15.76,51.63,6.52,0.0
27.98,13.17,53.09,5.76,0.0
26.05,14.29,52.38,7.28,0.0
24.59,13.11,52.79,8.85,0.66
28.12,12.73,51.19,7.96,0.0
28.33,12.33,52.67,6.67,0.0
27.27,14.55,51.69,6.49,0.0
26.52,12.8,52.74,7.93,0.0
28.79,13.23,50.58,7.39,0.0
27.14,14.75,50.44,7.67,0.0
26.39,14.44,51.67,7.5,0.0
29.08,12.41,50.35,7.8,0.35
25.52,15.17,53.1,6.21,0.0
27.23,13.09,52.88,5.76,1.05
26.42,13.38,51.17,9.03,0.0
25.51,12.63,53.03,8.59,0.25
26.43,12.26,54.5,6.27,0.54
25.25,16.67,50.51,7.58,0.0
27.76,13.75,52.56,5.93,0.0
29.41,12.42,51.63,5.88,0.65
25.59,15.59,52.35,6.47,0.0
27.46,12.3,54.1,6.15,0.0
26.26,12.95,53.6,7.19,0.0
28.65,11.98,54.17,5.21,0.0
28.57,14.29,51.08,6.06,0.0
26.8,13.54,53.03,6.63,0.0
27.27,12.73,52.21,7.53,0.26
27.76,13.69,50.95,7.22,0.38
24.63,16.02,50.45,8.9,0.0
28.74,13.77,51.42,6.07,0.0
25.07,13.12,53.94,7.87,0.0
28.47,11.0,54.31,5.98,0.24
26.02,13.27,52.04,8.16,0.51
26.14,14.29,51.98,7.6,0.0
24.57,14.86,52.86,7.71,0.0
26.43,12.5,53.93,7.14,0.0
26.23,14.75,51.09,7.1,0.82
25.52,15.06,52.72,6.69,0.0
27.63,14.74,50.53,6.84,0.26
26.02,13.45,54.09,6.43,0.0
25.51,14.81,52.67,7.0,0.0
25.32,18.35,48.73,7.59,0.0
27.54,13.53,52.66,6.28,0.0
29.49,11.97,52.14,6.41,0.0
30.05,10.38,54.1,5.46,0.0
26.33,13.83,52.66,7.18,0.0
29.0,11.9,52.79,6.32,0.0
27.48,13.99,51.91,6.36,0.25
27.2,13.79,51.72,7.28,0.0
27.34,11.72,53.12,7.81,0.0
26.55,12.39,54.42,6.19,0.44
25.33,14.67,51.67,8.33,0.0
26.19,13.1,52.38,8.33,0.0
27.65,13.5,52.41,6.43,0.0
28.64,14.08,50.7,6.1,0.47
28.06,12.78,52.5,6.67,0.0
27.49,12.08,52.27,8.16,0.0
28.02,12.36,52.75,6.87,0.0
26.11,13.69,52.55,7.64,0.0
29.04,13.6,51.1,6.25,0.0
26.6,13.48,51.77,8.16,0.0
26.93,13.0,52.01,8.05,0.0
27.53,12.03,52.85,6.96,0.63
25.8,15.55,51.24,7.07,0.35
23.87,14.81,52.26,8.64,0.41
26.69,13.55,52.99,6.77,0.0
28.31,12.13,51.84,7.72,0.0
27.35,13.14,52.28,6.7,0.54
26.38,12.99,53.54,6.69,0.39
25.23,15.38,53.23,5.85,0.31
24.72,14.02,53.51,7.75,0.0
28.38,11.94,52.52,6.9,0.27
25.0,14.62,53.77,5.66,0.94
26.72,13.22,53.17,6.89,0.0
28.52,12.42,51.01,7.72,0.34
26.43,10.63,54.22,8.17,0.54
27.59,13.79,52.07,6.55,0.0
26.32,17.76,50.0,5.92,0.0
26.51,14.06,52.61,6.83,0.0
29.97,11.67,51.74,6.31,0.32
26.33,11.97,53.19,8.51,0.0
27.24,11.28,53.7,7.78,0.0
26.53,12.54,52.77,8.16,0.0
24.38,12.37,53.71,9.19,0.35
28.99,11.96,52.54,6.52,0.0
24.84,16.77,49.69,8.7,0.0
26.9,11.68,54.31,6.85,0.25
25.0,14.67,52.99,6.79,0.54
27.21,13.24,52.94,6.62,0.0
26.61,12.63,52.15,8.33,0.27
26.76,13.78,52.97,6.49,0.0
24.27,12.94,54.37,7.77,0.65
24.32,16.22,50.0,9.46,0.0
25.34,15.09,51.48,8.09,0.0
26.46,13.23,53.44,6.35,0.53
27.89,12.89,52.37,6.84,0.0
25.31,13.47,53.47,7.76,0.0
26.76,11.74,53.05,8.45,0.0
25.24,13.56,52.37,8.83,0.0
28.83,11.39,51.96,7.47,0.36
25.82,14.34,51.64,8.2,0.0
26.78,11.53,54.24,7.46,0.0
25.55,14.56,52.75,7.14,0.0
25.82,13.65,52.23,7.72,0.59
26.36,14.13,52.72,6.52,0.27
26.94,11.78,53.54,7.74,0.0
27.82,12.28,52.63,7.27,0.0
27.89,12.63,53.16,6.32,0.0
24.81,13.57,53.49,7.75,0.39
26.58,14.29,52.82,6.31,0.0
25.25,13.64,53.54,7.07,0.51
28.81,14.41,49.58,7.2,0.0
27.88,15.04,51.33,5.75,0.0
25.75,14.36,53.66,5.96,0.27
26.42,12.78,52.27,8.24,0.28
25.0,14.33,53.33,7.33,0.0
25.82,14.91,52.36,6.91,0.0
27.69,11.38,53.23,6.77,0.92
26.84,12.66,53.92,6.33,0.25
26.61,14.25,51.61,7.53,0.0
28.11,13.88,50.53,7.47,0.0
28.12,13.84,51.79,6.25,0.0
24.11,16.31,50.35,9.22,0.0
25.84,12.64,53.93,7.02,0.56
25.94,13.31,52.9,7.51,0.34
26.27,13.92,52.53,7.28,0.0
25.5,10.76,54.98,8.37,0.4
26.75,13.58,51.85,7.82,0.0
29.34,13.47,50.6,6.59,0.0
27.87,13.24,49.48,9.41,0.0
25.94,12.41,54.51,6.77,0.38
25.1,13.9,53.28,7.72,0.0
29.79,11.99,52.05,6.16,0.0
28.4,11.83,51.48,7.69,0.59
27.87,12.7,53.69,5.74,0.0
26.42,13.64,52.84,7.1,0.0
26.18,16.23,48.69,8.9,0.0
28.41,11.93,53.41,6.25,0.0
28.1,14.76,49.52,6.19,1.43
24.76,15.05,51.94,8.25,0.0
26.1,12.13,54.04,7.35,0.37
27.78,12.75,51.63,7.52,0.33
27.31,14.76,52.03,5.9,0.0
27.62,12.7,52.7,6.67,0.32
26.26,12.47,53.32,7.69,0.27
25.96,12.98,51.33,9.73,0.0
25.08,11.91,54.55,7.52,0.94
25.93,14.44,51.11,8.52,0.0
25.99,12.5,53.62,7.57,0.33
29.55,11.34,53.85,5.26,0.0
25.38,12.23,55.35,7.03,0.0
26.82,13.8,52.34,7.03,0.0
26.61,12.88,51.93,8.58,0.0
25.34,14.38,53.08,7.19,0.0
28.67,14.0,50.67,6.67,0.0
24.34,13.86,52.43,8.99,0.37
30.35,11.69,50.0,7.96,0.0
26.87,14.55,51.49,7.09,0.0
25.34,11.99,53.42,8.9,0.34
26.85,15.62,51.23,6.3,0.0
28.29,12.0,52.86,6.86,0.0
25.39,13.99,52.07,8.55,0.0
26.58,15.51,50.63,6.96,0.32
27.69,13.68,52.12,6.51,0.0
26.65,13.19,52.75,7.14,0.27
27.45,12.75,51.96,7.6,0.25
25.31,14.29,53.06,7.35,0.0
27.84,11.76,52.16,8.24,0.0
26.34,12.2,53.17,7.8,0.49
24.07,16.67,51.39,7.87,0.0
26.1,13.52,52.83,7.23,0.31
25.65,11.69,53.9,8.44,0.32
25.94,15.24,51.87,6.95,0.0
27.12,11.76,52.94,8.17,0.0
28.27,13.6,51.73,6.4,0.0
23.78,12.24,53.5,10.14,0.35
27.05,14.59,50.89,7.12,0.36
27.15,14.78,50.17,7.9,0.0
27.02,13.33,51.93,7.37,0.35
27.91,13.01,51.76,7.32,0.0
25.82,13.42,53.42,7.09,0.25
25.84,16.48,51.31,5.99,0.37
27.16,13.45,53.3,5.84,0.25
26.82,12.58,53.64,6.29,0.66
27.75,11.45,53.74,7.05,0.0
25.84,12.42,53.69,7.72,0.34
27.98,11.08,54.02,6.93,0.0
27.46,13.29,52.02,7.23,0.0
23.83,13.28,53.12,9.38,0.39
27.7,14.03,51.8,6.47,0.0
28.57,11.54,51.65,8.24,0.0
28.46,11.24,53.93,6.37,0.0
28.35,12.89,52.58,5.93,0.26
24.06,12.74,53.3,9.91,0.0
25.45,13.94,52.73,7.88,0.0
30.85,12.77,51.06,5.32,0.0
27.79,13.75,51.58,6.59,0.29
25.37,11.76,54.78,7.72,0.37
27.61,14.55,51.49,6.34,0.0
27.03,13.18,52.36,7.09,0.34
27.41,12.59,52.22,7.78,0.0
27.55,13.01,52.3,6.63,0.51
25.65,15.24,52.42,6.32,0.37
27.0,11.81,54.01,7.17,0.0
26.13,13.59,53.31,6.97,0.0
25.0,13.01,52.81,8.93,0.26
26.46,13.62,51.75,7.78,0.39
26.22,13.11,54.27,6.4,0.0
25.0,13.83,52.93,7.71,0.53
27.11,13.95,51.84,7.11,0.0
30.36,12.95,50.0,6.25,0.45
26.79,15.85,50.57,6.79,0.0
29.67,13.4,49.28,7.66,0.0
23.75,17.5,50.0,8.75,0.0
27.57,11.03,54.14,7.02,0.25
26.34,11.93,53.5,8.23,0.0
26.87,14.03,52.24,6.87,0.0
26.16,13.62,52.86,7.08,0.27
26.59,13.29,53.18,6.94,0.0
26.89,11.76,50.42,10.92,0.0
30.14,14.83,48.8,6.22,0.0
29.04,12.21,51.49,6.93,0.33
28.21,11.86,52.88,7.05,0.0
25.52,14.54,53.71,6.23,0.0
26.27,12.24,54.93,6.57,0.0
24.26,15.44,51.47,8.82,0.0
25.85,12.79,53.79,7.31,0.26
26.07,12.86,52.86,6.79,1.43
28.33,13.89,51.11,6.67,0.0
25.93,13.33,53.7,7.04,0.0
28.92,10.84,52.11,8.13,0.0
28.28,11.78,52.53,7.41,0.0
28.53,12.27,52.45,6.75,0.0
25.86,14.07,53.99,6.08,0.0
26.72,14.05,51.24,7.71,0.28
25.44,15.9,50.18,8.48,0.0
25.26,15.79,51.58,7.37,0.0
24.3,13.55,52.8,8.88,0.47
24.71,14.45,53.23,7.6,0.0
26.73,9.45,55.3,8.29,0.23
26.6,11.78,53.54,7.41,0.67
26.15,14.56,50.94,8.36,0.0
26.76,14.38,53.18,5.69,0.0
27.38,15.48,49.6,7.54,0.0
26.0,13.71,51.71,8.0,0.57
25.4,14.11,52.82,7.66,0.0
24.9,13.28,54.77,6.64,0.41
26.72,13.5,52.34,6.89,0.55
28.57,11.69,53.25,6.49,0.0
27.55,12.76,52.81,6.89,0.0
24.86,14.48,53.01,7.65,0.0
27.99,13.31,51.54,6.83,0.34
27.74,13.55,51.94,6.77,0.0
25.0,15.48,51.98,7.54,0.0
26.1,12.4,53.75,7.24,0.52
26.3,14.53,51.9,7.27,0.0
27.18,12.42,52.68,7.72,0.0
25.26,12.28,51.93,10.53,0.0
26.65,14.97,52.1,5.99,0.3
27.61,12.96,51.83,7.61,0.0
28.9,13.76,50.46,6.42,0.46
24.63,13.95,54.01,7.12,0.3
27.97,13.72,51.45,6.6,0.26
26.85,12.96,53.4,6.48,0.31
26.73,14.71,50.75,7.51,0.3
24.83,14.9,52.65,7.62,0.0
27.46,13.35,51.39,6.8,1.01
28.11,13.24,51.89,6.49,0.27
26.36,13.64,52.73,6.36,0.91
27.8,11.2,52.51,8.49,0.0
25.87,13.29,54.2,6.64,0.0
28.39,12.06,54.02,5.53,0.0
27.34,12.32,52.46,7.14,0.74
26.24,13.83,51.77,8.16,0.0
25.89,13.83,53.55,6.74,0.0
25.28,13.21,54.72,6.42,0.38
22.9,16.03,51.91,9.16,0.0
26.42,11.79,54.72,7.08,0.0
26.56,11.62,54.36,7.47,0.0
25.83,11.81,54.24,7.75,0.37
28.12,12.15,52.08,7.64,0.0
26.51,15.81,50.7,6.98,0.0
25.93,13.43,52.78,7.41,0.46
28.51,11.91,52.77,6.81,0.0
26.81,12.06,53.62,7.51,0.0
27.48,14.57,50.99,6.62,0.33
26.17,12.89,53.91,7.03,0.0
25.78,13.24,53.66,6.97,0.35
27.1,14.02,51.4,7.48,0.0
25.68,17.57,50.0,6.76,0.0
27.62,15.19,50.28,6.91,0.0
26.83,11.85,52.61,7.67,1.05
28.49,11.17,53.63,6.15,0.56
28.46,13.3,51.33,6.91,0.0
26.52,12.46,53.04,7.35,0.64
26.25,12.81,53.75,6.56,0.62
26.73,11.63,53.96,7.67,0.0
24.77,15.77,50.0,9.46,0.0
24.86,15.25,51.98,7.91,0.0
26.74,13.92,52.75,6.59,0.0
26.02,10.78,53.53,8.92,0.74
27.02,12.37,52.27,8.08,0.25
27.78,12.85,52.78,6.25,0.35
27.2,12.53,53.6,6.67,0.0
28.17,13.0,51.7,7.12,0.0
26.82,12.76,52.6,7.55,0.26
28.64,13.57,51.76,6.03,0.0
26.62,12.97,52.56,7.51,0.34
25.34,11.49,53.04,9.12,1.01
28.31,13.6,51.47,6.62,0.0
26.35,12.5,52.7,8.11,0.34
30.03,13.2,49.83,6.6,0.33
28.01,12.05,52.12,7.82,0.0
26.52,11.74,55.3,6.06,0.38
30.21,11.18,51.06,7.55,0.0
25.65,13.96,51.95,8.44,0.0
29.07,12.8,52.6,5.54,0.0
24.91,13.96,53.58,7.55,0.0
26.84,11.21,54.87,7.08,0.0
26.6,12.12,54.88,6.4,0.0
27.12,13.22,52.54,7.12,0.0
25.71,13.57,54.29,6.43,0.0
24.68,13.29,55.06,6.96,0.0
28.72,12.41,51.06,7.8,0.0
26.16,13.26,53.05,6.81,0.72
27.87,13.59,51.57,6.97,0.0
28.33,12.97,51.54,7.17,0.0
26.84,12.87,51.1,8.09,1.1
27.46,12.54,51.86,8.14,0.0
26.09,13.41,53.99,6.52,0.0
27.56,12.72,53.71,6.01,0.0
27.11,13.92,52.01,6.96,0.0
24.81,14.73,54.26,6.2,0.0
27.24,11.96,53.82,6.98,0.0
28.17,14.08,51.76,5.99,0.0
26.23,13.11,54.43,6.23,0.0
27.14,17.47,48.7,6.32,0.37
28.48,12.03,53.48,6.01,0.0
26.53,11.56,55.1,6.8,0.0
24.72,15.5,53.87,5.9,0.0
26.44,12.07,55.17,6.32,0.0
29.74,11.76,50.98,7.19,0.33
25.87,12.94,53.15,8.04,0.0
28.92,12.0,51.08,7.38,0.62
28.81,12.88,49.83,8.14,0.34
25.6,12.29,54.61,7.51,0.0
27.01,12.77,51.46,8.76,0.0
28.3,10.93,53.05,7.72,0.0
28.77,13.7,51.03,6.51,0.0
25.09,13.48,53.56,7.12,0.75
28.99,11.4,54.4,5.21,0.0
27.57,16.91,49.26,5.88,0.37
27.21,15.07,50.37,7.35,0.0
26.76,12.04,54.52,6.69,0.0
27.33,11.33,54.33,6.33,0.67
27.68,12.92,52.77,6.64,0.0
27.23,13.19,52.34,7.23,0.0
25.96,13.68,54.04,6.32,0.0
27.3,11.95,54.27,6.48,0.0
26.06,13.03,52.82,8.1,0.0
26.52,12.9,51.61,8.6,0.36
24.9,16.73,50.61,7.76,0.0
24.11,15.42,52.96,6.32,1.19
25.75,13.3,53.65,7.3,0.0
28.57,12.29,52.82,6.31,0.0
27.05,12.1,53.02,7.47,0.36
28.71,10.89,54.79,5.28,0.33
29.58,12.54,51.45,5.79,0.64
28.48,11.92,51.32,8.28,0.0
26.19,15.87,51.19,6.75,0.0
25.94,11.88,51.88,10.31,0.0
25.26,12.98,53.68,7.37,0.7
27.97,10.61,54.34,6.43,0.64
25.35,12.5,55.21,6.6,0.35
26.79,14.29,51.43,7.14,0.36
27.8,13.22,51.19,7.8,0.0
28.23,11.9,52.72,7.14,0.0
28.42,12.59,52.52,6.47,0.0
27.34,12.59,52.88,7.19,0.0
25.0,15.16,52.87,6.97,0.0
27.8,12.2,50.51,8.81,0.68
28.48,10.13,54.75,6.01,0.63
27.5,11.25,51.88,9.38,0.0
26.69,12.46,53.02,7.83,0.0
26.09,14.67,52.72,5.98,0.54
25.9,11.8,53.77,8.52,0.0
29.62,11.5,51.92,6.62,0.35
24.59,14.34,53.69,6.97,0.41
25.21,14.46,52.89,7.44,0.0
24.43,14.5,53.05,7.25,0.76
29.03,11.52,52.76,6.68,0.0
26.64,11.18,55.26,6.91,0.0
27.8,14.29,51.35,6.56,0.0
26.33,12.81,53.74,6.76,0.36
27.08,13.72,51.99,6.5,0.72
28.52,12.79,52.46,6.23,0.0
24.66,12.84,54.05,8.11,0.34
28.76,13.4,51.31,6.54,0.0
26.6,13.12,53.19,6.03,1.06
25.71,13.88,53.06,7.35,0.0
29.87,10.74,54.03,5.03,0.34
27.04,11.73,53.09,7.82,0.33
27.08,14.08,51.99,6.86,0.0
28.04,12.84,53.04,6.08,0.0
26.3,12.34,53.9,7.14,0.32
26.49,11.26,53.97,7.95,0.33
28.25,12.99,52.6,6.17,0.0
26.12,15.51,51.43,6.94,0.0
26.17,16.82,50.93,5.61,0.47
27.53,12.54,52.96,6.97,0.0
26.51,12.42,53.69,7.38,0.0
25.18,12.95,53.6,7.55,0.72
27.24,10.26,57.05,5.13,0.32
24.65,14.08,54.23,7.04,0.0
24.91,13.52,52.31,8.9,0.36
25.54,13.31,54.32,6.83,0.0
25.31,14.11,53.53,7.05,0.0
27.68,12.46,52.25,7.61,0.0
25.18,13.12,54.26,6.74,0.71
25.9,14.03,52.16,7.55,0.36
28.22,13.24,51.57,6.97,0.0
26.55,13.1,53.1,7.24,0.0
27.91,13.29,51.5,7.31,0.0
26.69,14.33,52.53,6.46,0.0
29.39,13.18,51.69,5.74,0.0
30.0,11.33,51.67,6.67,0.33
27.1,15.89,50.93,6.07,0.0
27.11,13.73,52.11,7.04,0.0
27.88,14.13,50.93,6.32,0.74
27.65,12.63,51.88,7.51,0.34
27.15,12.37,53.26,7.22,0.0
27.4,12.1,53.74,6.41,0.36
26.74,12.15,54.17,6.94,0.0
27.45,11.11,55.23,5.88,0.33
25.45,13.26,53.41,7.89,0.0
25.26,14.39,53.33,6.32,0.7
28.91,12.59,52.38,6.12,0.0
25.47,13.48,54.31,6.74,0.0
26.52,11.18,54.63,7.35,0.32
28.43,13.38,51.51,6.35,0.33
28.48,11.26,52.98,7.28,0.0
27.56,13.07,53.0,6.01,0.35
25.35,13.73,53.87,6.69,0.35
26.97,12.72,53.18,6.87,0.25
26.12,14.18,52.99,6.34,0.37
26.71,11.07,55.7,6.19,0.33
27.85,16.03,49.79,6.33,0.0
27.96,13.16,51.97,6.91,0.0
25.82,12.73,53.45,8.0,0.0
28.62,13.79,50.34,6.9,0.34
26.99,13.49,52.94,6.57,0.0
29.22,15.64,49.38,5.76,0.0
27.8,14.29,51.74,6.18,0.0
25.77,13.06,53.26,7.9,0.0
28.86,13.09,50.34,7.72,0.0
28.03,13.84,51.9,6.23,0.0
25.0,15.58,51.81,7.61,0.0
26.35,11.75,53.65,7.94,0.32
26.74,14.29,52.38,5.86,0.73
27.14,14.29,51.79,6.79,0.0
29.66,13.79,50.0,6.21,0.34
26.95,12.01,53.57,7.47,0.0
28.99,12.7,50.81,7.49,0.0
27.53,11.08,53.48,7.59,0.32
25.84,14.23,53.18,6.74,0.0
27.97,12.24,53.15,6.64,0.0
26.49,11.59,54.64,6.95,0.33
28.72,10.14,53.38,7.43,0.34
26.74,11.46,54.86,6.94,0.0
25.68,11.15,53.38,9.12,0.68
25.74,17.65,48.53,7.72,0.37
25.38,13.32,51.26,9.8,0.25
27.41,14.81,51.85,5.93,0.0
27.15,12.58,52.32,7.95,0.0
24.81,13.74,53.05,8.02,0.38
27.37,13.5,52.92,6.2,0.0
24.63,12.87,53.31,8.46,0.74
25.36,13.77,53.99,6.88,0.0
25.68,14.4,52.92,7.0,0.0
25.38,13.46,53.46,7.31,0.38
27.24,14.93,51.12,5.97,0.75
26.71,11.64,55.14,6.51,0.0
28.67,11.6,50.51,8.87,0.34
26.03,12.33,54.45,7.19,0.0
24.33,16.73,51.71,6.84,0.38
27.61,11.78,51.18,9.09,0.34
25.68,11.49,55.41,7.43,0.0
27.43,11.81,53.47,6.94,0.35
26.13,11.94,53.55,8.39,0.0
28.37,12.06,52.48,7.09,0.0
25.68,14.79,52.92,6.23,0.39
28.03,12.88,52.65,6.06,0.38
26.3,14.81,52.59,6.3,0.0
26.01,13.51,53.04,7.09,0.34
29.21,12.37,50.52,7.9,0.0
28.2,12.13,52.13,7.54,0.0
26.74,14.65,50.55,7.69,0.37
24.47,16.46,51.48,7.59,0.0
26.15,13.43,51.94,8.48,0.0
27.51,11.65,53.72,7.12,0.0
25.81,12.9,53.41,6.81,1.08
26.17,12.46,51.4,9.97,0.0
29.29,12.79,50.84,7.07,0.0
26.24,13.12,53.9,6.74,0.0
25.9,13.67,52.88,7.19,0.36
27.91,11.3,52.49,8.31,0.0
27.72,11.93,52.63,7.72,0.0
27.74,12.33,52.4,7.53,0.0
27.36,12.05,53.42,7.17,0.0
27.18,13.59,53.66,5.57,0.0
26.02,11.9,52.42,9.29,0.37
26.96,12.97,52.56,7.17,0.34
27.05,11.3,55.48,6.16,0.0
28.67,12.0,52.33,6.33,0.67
24.17,16.67,51.25,7.92,0.0
26.18,14.55,53.09,6.18,0.0
25.29,16.09,50.96,7.66,0.0
27.24,11.96,52.82,7.64,0.33
24.7,14.57,52.63,8.1,0.0
27.22,11.39,54.75,6.65,0.0
27.65,12.22,51.45,8.68,0.0
27.72,14.04,52.63,5.61,0.0
24.39,14.63,54.07,6.91,0.0
27.08,13.72,53.07,6.14,0.0
28.33,13.0,52.0,6.33,0.33
24.57,12.16,53.1,9.93,0.25
26.4,12.87,54.13,6.6,0.0
26.2,14.39,53.51,5.9,0.0
27.96,15.05,50.54,6.45,0.0
27.0,15.59,50.57,5.7,1.14
26.32,14.29,52.26,6.39,0.75
25.9,12.13,53.44,8.52,0.0
27.49,12.71,52.58,6.87,0.34
25.0,15.62,53.52,5.86,0.0
25.17,12.94,54.2,7.34,0.35
25.48,12.26,52.9,9.03,0.32
29.64,12.86,50.0,7.5,0.0
26.21,11.33,55.02,7.44,0.0
25.42,13.04,53.18,8.36,0.0
25.7,14.46,51.41,8.03,0.4
29.43,12.37,50.5,7.36,0.33
26.6,11.54,54.17,7.69,0.0
25.69,12.5,54.86,6.94,0.0
28.18,15.81,50.17,5.84,0.0
27.6,13.26,53.41,5.38,0.36
28.76,12.42,51.63,6.86,0.33
26.28,13.31,52.9,7.51,0.0
24.6,13.89,52.78,7.54,1.19
28.12,13.89,51.74,5.9,0.35
27.74,13.87,52.19,6.2,0.0
26.55,11.72,55.17,6.21,0.34
27.12,13.56,52.2,7.12,0.0
25.7,12.68,53.17,8.1,0.35
28.52,12.42,52.35,6.71,0.0
26.24,13.12,53.19,7.09,0.35
28.34,11.4,53.42,6.51,0.33
25.86,12.07,56.21,5.86,0.0
28.94,13.55,49.08,8.42,0.0
26.95,13.83,51.77,7.09,0.35
26.71,11.99,54.11,7.19,0.0
26.94,12.46,52.19,8.42,0.0
29.0,11.33,52.67,6.67,0.33
25.99,12.64,54.15,6.5,0.72
26.55,13.1,52.76,7.59,0.0
25.09,12.01,55.48,7.42,0.0
25.49,16.08,50.59,7.45,0.39
26.38,11.4,54.07,7.82,0.33
29.47,12.98,51.58,5.96,0.0
26.92,12.69,53.08,7.31,0.0
27.44,13.72,51.62,6.86,0.36
26.45,13.04,54.35,6.16,0.0
27.8,13.0,53.07,6.14,0.0
26.12,11.68,53.61,7.56,1.03
25.82,12.73,53.82,7.64,0.0
25.86,13.22,55.17,5.75,0.0
27.0,13.0,53.0,6.33,0.67
28.82,14.24,50.69,6.25,0.0
27.76,12.75,51.84,7.37,0.28
27.21,11.56,54.08,6.8,0.34
25.78,13.28,51.95,8.2,0.78
25.84,14.23,53.93,5.62,0.37
27.72,12.28,51.93,7.72,0.35
26.74,12.85,52.43,7.29,0.69
26.82,13.79,53.26,6.13,0.0
27.54,11.48,52.13,7.87,0.98
29.69,11.56,52.19,6.56,0.0
29.19,12.75,51.68,6.38,0.0
27.57,16.91,49.26,5.88,0.37
28.21,11.54,52.24,8.01,0.0
27.24,12.69,52.61,7.09,0.37
24.21,16.27,52.38,7.14,0.0
28.32,11.54,52.45,6.99,0.7
25.58,13.29,53.82,7.31,0.0
28.06,11.51,52.52,7.19,0.72
28.18,11.21,52.73,7.27,0.61
29.62,12.89,51.22,6.27,0.0
26.74,14.73,51.94,6.59,0.0
27.41,14.67,50.97,6.56,0.39
27.61,12.79,52.86,6.73,0.0
25.25,11.48,53.11,9.51,0.66
29.87,11.36,52.92,5.84,0.0
26.17,15.23,52.73,5.86,0.0
26.99,12.11,53.63,7.27,0.0
28.07,14.39,51.58,5.96,0.0
27.8,12.54,51.53,7.46,0.68
26.3,13.33,53.7,6.67,0.0
25.65,13.38,55.02,5.95,0.0
27.84,12.37,53.26,6.53,0.0
26.53,12.24,54.08,7.14,0.0
27.61,13.67,52.01,6.43,0.27
26.72,14.17,51.82,7.29,0.0
26.45,14.24,52.03,7.27,0.0
